Código de Entidad;Descripción de Entidad;Fecha de Información;Nombre completo del Préstamo Personal;Nombre corto del Préstamo Personal;Denominación;Monto máximo otorgable;Monto mínimo otorgable;Plazo máximo otorgable;Ingreso mínimo mensual solicitado;Antigüedad laboral mínima (meses);Edad máxima solicitada;Relación cuota/ingreso (%);Beneficiario;Cargo máximo por cancelación anticipada;Tasa efectiva anual máxima;Tipo de Tasa;Costo financiero efectivo total máximo;Cuota inicial a plazo máximo cada $10.000;Territorio de validez de la oferta;Más información
55267;ACUATRO S.A.;7/3/2022;NUEVOTUCSOC;NTS;Pesos;50000;500;12;0;12;100;30;Beneficiarios de cuentas de la seguridad social;0;250,93;Fija;250,93;2924,42;Provincia de Tucumán;PERIODICIDAD DE VARIACION DE TASAS ANUAL BONIFICACION DE DIECISEIS PROCIENTO PARA PRODUCTOS DE SEIS Y DOCE CUOTAS PAGANDO EN TERMINO
55267;ACUATRO S.A.;7/3/2022;RENOSTGSOC;RSS;Pesos;50000;500;12;0;12;100;30;Beneficiarios de cuentas de la seguridad social;0;243,34;Fija;243,34;2861,17;Provincia de Santiago del Estero;PERIODICIDAD DE VARIACION DE TASAS ANUAL BONIFICACION DE DIECISEIS PROCIENTO PARA PRODUCTOS DE SEIS Y DOCE CUOTAS PAGANDO EN TERMINO
55273;INSIGHT GROUP SA;18/7/2024;PRESTAMO PERSONAL;CONSUMO;Pesos;1500000;1000;6;0;0;0;30;Todos los beneficiarios;5;555,74;Fija;672,45;3046,66;Todo el territorio nacional;                                                                                                                                                                                                                                                                                                                                                                                                                                  
55276;TU PRESTAMO ONLINE SAS;21/9/2021;ADELANTO DE EFECTIVO;ADELANTO;Pesos;12000;1000;3;0;0;100;40;Todos los beneficiarios;0;183;Fija;414;6783;Todo el territorio nacional;POSIBILIDAD DE ACCEDER A MEJORES CONDICIONES DE MONTO, TASA Y CUOTAS PARA LOS QUE RENUEVAN
55277;ASOCIACION MUTUAL FIAT CONCORD;20/5/2021;CARLOS PAZ CAJA JUBILAD (1400);CARLOS PAZ CAJA JUBILAD;Pesos;35000;500;24;0;0;75;30;Todos los beneficiarios;2,5;105;Fija;132,11;1286,12;Provincia de Córdoba;SE INFORMA TEA MAX Y CFT MAX CORRESPONDIENTE AL PLAZO MAX Y CUOTA INICIAL A PLAZO MAX CADA 10000 
55277;ASOCIACION MUTUAL FIAT CONCORD;20/5/2021;DEBITO NACION FEB 2014;DEBITO NACION FEB 2014;Pesos;1000000;500;18;0;0;75;30;Todos los beneficiarios;2,5;105;Fija;125,18;1221,12;Provincia de Córdoba;SE INFORMA TEA MAX Y CFT MAX CORRESPONDIENTE AL PLAZO MAX Y CUOTA INICIAL A PLAZO MAX CADA 10000 
55277;ASOCIACION MUTUAL FIAT CONCORD;20/5/2021;MUNIC CARLOS PAZ JUBIL (2205);MUNIC CARLOS PAZ JUBIL;Pesos;1000000;500;24;0;0;75;30;Todos los beneficiarios;2,5;105;Fija;132,11;1286,12;Provincia de Córdoba;SE INFORMA TEA MAX Y CFT MAX CORRESPONDIENTE AL PLAZO MAX Y CUOTA INICIAL A PLAZO MAX CADA 10000 
55277;ASOCIACION MUTUAL FIAT CONCORD;20/5/2021;NACION SUC C PAZ (11969);NACION SUC C PAZ;Pesos;1000000;500;24;0;0;75;30;Todos los beneficiarios;2,5;114;Fija;146,44;1405,25;Provincia de Córdoba;SE INFORMA TEA MAX Y CFT MAX CORRESPONDIENTE AL PLAZO MAX Y CUOTA INICIAL A PLAZO MAX CADA 10000 
55277;ASOCIACION MUTUAL FIAT CONCORD;20/5/2021;LINEA AG  2015 NACION (11967);LINEA AG 2015 NACION;Pesos;30000;500;18;0;0;75;30;Todos los beneficiarios;2,5;132;Fija;143,11;1460,73;Provincia de Córdoba;SE INFORMA TEA MAX Y CFT MAX CORRESPONDIENTE AL PLAZO MAX Y CUOTA INICIAL A PLAZO MAX CADA 10000 
55277;ASOCIACION MUTUAL FIAT CONCORD;20/5/2021;DEBITO BANCOR FEB (1161);DEBITO BANCOR FEB;Pesos;1000000;500;24;0;0;75;30;Todos los beneficiarios;2,5;105;Fija;125,18;1221,12;Provincia de Córdoba;SE INFORMA TEA MAX Y CFT MAX CORRESPONDIENTE AL PLAZO MAX Y CUOTA INICIAL A PLAZO MAX CADA 10000 
55277;ASOCIACION MUTUAL FIAT CONCORD;20/5/2021;LINEA AGOSTO 2015 (11965);LINEA AGOSTO 2015;Pesos;30000;500;18;0;0;75;30;Todos los beneficiarios;2,5;132;Fija;143,11;1460,73;Provincia de Córdoba;SE INFORMA TEA MAX Y CFT MAX CORRESPONDIENTE AL PLAZO MAX Y CUOTA INICIAL A PLAZO MAX CADA 10000 
55277;ASOCIACION MUTUAL FIAT CONCORD;20/5/2021;DESC POR HABERES (2966);DESC POR HABERES;Pesos;1000000;500;24;0;0;75;30;Todos los beneficiarios;2,5;105;Fija;132,11;1286,12;Provincia de Córdoba;SE INFORMA TEA MAX Y CFT MAX CORRESPONDIENTE AL PLAZO MAX Y CUOTA INICIAL A PLAZO MAX CADA 10000 
55277;ASOCIACION MUTUAL FIAT CONCORD;20/5/2021;HABERES AMUTEDYC FEB (1151);HABERES AMUTEDYC FEB;Pesos;1000000;500;12;0;0;75;30;Todos los beneficiarios;2,5;90;Fija;94,8;1401,53;Provincia de Córdoba;SE INFORMA TEA MAX Y CFT MAX CORRESPONDIENTE AL PLAZO MAX Y CUOTA INICIAL A PLAZO MAX CADA 10000 
55277;ASOCIACION MUTUAL FIAT CONCORD;20/5/2021;CAJA JUB UNISOL (3966);CAJA JUB UNISOL;Pesos;1000000;500;24;0;0;75;30;Todos los beneficiarios;2,5;105;Fija;132,11;1286,12;Provincia de Córdoba;SE INFORMA TEA MAX Y CFT MAX CORRESPONDIENTE AL PLAZO MAX Y CUOTA INICIAL A PLAZO MAX CADA 10000 
55277;ASOCIACION MUTUAL FIAT CONCORD;20/5/2021;BANCOR SUC  C PAZ (11968);BANCOR SUC  C PAZ;Pesos;50000;500;24;0;0;75;30;Todos los beneficiarios;2,5;114;Fija;157,11;1505,25;Provincia de Córdoba;SE INFORMA TEA MAX Y CFT MAX CORRESPONDIENTE AL PLAZO MAX Y CUOTA INICIAL A PLAZO MAX CADA 10000 
55279;SOLVENTA SAS;13/4/2026;PRESTAMO CREDIBEL CLASICO;PRESTAMO CLASICO;Pesos;30000;5000;24;5000;12;80;25;Personas humanas en relación de dependencia;2;47,86;Fija;95,72;2430;Todo el territorio nacional;0
55279;SOLVENTA SAS;13/4/2026;PRESTAMO CREDIBEL CLASICO;PRESTAMO CLASICO;Pesos;10000;2000;12;5000;12;80;25;Personas humanas en relación de dependencia;2;87;Fija;128;1170;Todo el territorio nacional;0
55281;ASOCIACION MUTUAL CELESOL DE SERVICIOS INTEGRALES Y EDUCATIVOS;10/3/2022;MUNIC. CARLOS PAZ HABER (2204);MUNIC. CARLOS PAZ HABER;Pesos;35000;500;24;0;0;75;30;Todos los beneficiarios;2,5;105;Fija;132,11;1286,12;Todo el territorio nacional;SE INFORMA TEA MAX Y CFT MAX CORRESPONDIENTE AL PLAZO MAX Y CUOTA INICIAL A PLAZO MAX CADA 10000 
55281;ASOCIACION MUTUAL CELESOL DE SERVICIOS INTEGRALES Y EDUCATIVOS;10/3/2022;MUPOL HABERES;MUPOL HABERES;Pesos;1000000;500;48;0;0;75;30;Todos los beneficiarios;2,5;105;Fija;137,44;1336,12;Todo el territorio nacional;SE INFORMA TEA MAX Y CFT MAX CORRESPONDIENTE AL PLAZO MAX Y CUOTA INICIAL A PLAZO MAX CADA 10000 
55281;ASOCIACION MUTUAL CELESOL DE SERVICIOS INTEGRALES Y EDUCATIVOS;10/3/2022;MUNIC. CARLOS PAZ JUBIL (2205);MUNIC. CARLOS PAZ JUBIL;Pesos;1000000;500;24;0;0;75;30;Todos los beneficiarios;2,5;96;Fija;119,91;1188,5;Todo el territorio nacional;SE INFORMA TEA MAX Y CFT MAX CORRESPONDIENTE AL PLAZO MAX Y CUOTA INICIAL A PLAZO MAX CADA 10000 
55281;ASOCIACION MUTUAL CELESOL DE SERVICIOS INTEGRALES Y EDUCATIVOS;10/3/2022;UNISOL NAC BAC PAT MACRO;UNISOL;Pesos;1000000;500;6;0;0;75;30;Todos los beneficiarios;2,5;312,12;Fija;312,12;3467,02;Todo el territorio nacional;SE INFORMA TEA MAX Y CFT MAX CORRESPONDIENTE AL PLAZO MAX Y CUOTA INICIAL A PLAZO MAX CADA 10000 
55281;ASOCIACION MUTUAL CELESOL DE SERVICIOS INTEGRALES Y EDUCATIVOS;10/3/2022;PILAR UNISOL NACION (11601);PILAR UNISOL NACION;Pesos;1000000;500;24;0;0;75;30;Todos los beneficiarios;2,5;99;Fija;120,78;1190,87;Todo el territorio nacional;SE INFORMA TEA MAX Y CFT MAX CORRESPONDIENTE AL PLAZO MAX Y CUOTA INICIAL A PLAZO MAX CADA 10000 
55281;ASOCIACION MUTUAL CELESOL DE SERVICIOS INTEGRALES Y EDUCATIVOS;10/3/2022;EMPLEADOS MUNICIP. HAB (221) ;EMPLEADOS MUNICIP. HAB;Pesos;1000000;500;24;0;0;75;30;Todos los beneficiarios;2,5;150;Fija;132,11;1286,12;Todo el territorio nacional;SE INFORMA TEA MAX Y CFT MAX CORRESPONDIENTE AL PLAZO MAX Y CUOTA INICIAL A PLAZO MAX CADA 10000 
55281;ASOCIACION MUTUAL CELESOL DE SERVICIOS INTEGRALES Y EDUCATIVOS;10/3/2022;DASPU HABERES (830);DASPU HABERES;Pesos;200000;500;36;0;0;75;30;Todos los beneficiarios;2,5;105;Fija;126,78;1236,12;Todo el territorio nacional;SE INFORMA TEA MAX Y CFT MAX CORRESPONDIENTE AL PLAZO MAX Y CUOTA INICIAL A PLAZO MAX CADA 10000 
55281;ASOCIACION MUTUAL CELESOL DE SERVICIOS INTEGRALES Y EDUCATIVOS;10/3/2022;SUC C PAZ NACION-MACRO (1395);SUC C PAZ NACION-MACRO;Pesos;50000;500;24;0;0;75;30;Todos los beneficiarios;2,5;114;Fija;157,11;1505,25;Todo el territorio nacional;SE INFORMA TEA MAX Y CFT MAX CORRESPONDIENTE AL PLAZO MAX Y CUOTA INICIAL A PLAZO MAX CADA 10000 
55281;ASOCIACION MUTUAL CELESOL DE SERVICIOS INTEGRALES Y EDUCATIVOS;10/3/2022;AMEJUCA CBU (1524);AMEJUCA CBU;Pesos;35000;500;24;0;0;75;30;Todos los beneficiarios;2,5;95,64;Fija;101,3;1004,25;Todo el territorio nacional;SE INFORMA TEA MAX Y CFT MAX CORRESPONDIENTE AL PLAZO MAX Y CUOTA INICIAL A PLAZO MAX CADA 10000 
55281;ASOCIACION MUTUAL CELESOL DE SERVICIOS INTEGRALES Y EDUCATIVOS;10/3/2022;LINEA AMES ABRIL 2019 (262);LINEA AMES ;Pesos;1000000;500;24;0;0;75;30;Todos los beneficiarios;2,5;105;Fija;157,78;1536,12;Todo el territorio nacional;SE INFORMA TEA MAX Y CFT MAX CORRESPONDIENTE AL PLAZO MAX Y CUOTA INICIAL A PLAZO MAX CADA 10000 
55281;ASOCIACION MUTUAL CELESOL DE SERVICIOS INTEGRALES Y EDUCATIVOS;10/3/2022;UNISOL QUEREMOS CONOCERTE;UNISOL QUEREMOS CONOCERTE;Pesos;20000;500;6;0;0;75;30;Todos los beneficiarios;2,5;312,12;Fija;312,12;3467,02;Todo el territorio nacional;SE INFORMA TEA MAX Y CFT MAX CORRESPONDIENTE AL PLAZO MAX Y CUOTA INICIAL A PLAZO MAX CADA 10000 
55281;ASOCIACION MUTUAL CELESOL DE SERVICIOS INTEGRALES Y EDUCATIVOS;10/3/2022;MUPOL CBU;MUPOL CBU;Pesos;1000000;500;24;0;0;75;30;Todos los beneficiarios;2,5;102;Fija;111,09;1088,67;Todo el territorio nacional;SE INFORMA TEA MAX Y CFT MAX CORRESPONDIENTE AL PLAZO MAX Y CUOTA INICIAL A PLAZO MAX CADA 10000 
55281;ASOCIACION MUTUAL CELESOL DE SERVICIOS INTEGRALES Y EDUCATIVOS;10/3/2022;JUBILADOS CONV 31 (2302);JUBILADOS CONV 31;Pesos;1000000;500;24;0;0;75;30;Todos los beneficiarios;2,5;150;Fija;171,78;1594,74;Todo el territorio nacional;SE INFORMA TEA MAX Y CFT MAX CORRESPONDIENTE AL PLAZO MAX Y CUOTA INICIAL A PLAZO MAX CADA 10000 
55281;ASOCIACION MUTUAL CELESOL DE SERVICIOS INTEGRALES Y EDUCATIVOS;10/3/2022;CLUB MUTUAL DASPU CBU (920);CLUB MUTUAL DASPU CBU;Pesos;5000000;500;24;0;0;75;30;Todos los beneficiarios;2,5;312,12;Fija;157,11;1505,25;Todo el territorio nacional;SE INFORMA TEA MAX Y CFT MAX CORRESPONDIENTE AL PLAZO MAX Y CUOTA INICIAL A PLAZO MAX CADA 10000 
55281;ASOCIACION MUTUAL CELESOL DE SERVICIOS INTEGRALES Y EDUCATIVOS;10/3/2022;MUPOL SOCIOS NUEVOS;MUPOL SOCIOS NUEVOS;Pesos;1000000;500;24;0;0;75;30;Todos los beneficiarios;2,5;132;Fija;141,09;1317,66;Todo el territorio nacional;SE INFORMA TEA MAX Y CFT MAX CORRESPONDIENTE AL PLAZO MAX Y CUOTA INICIAL A PLAZO MAX CADA 10000 
55281;ASOCIACION MUTUAL CELESOL DE SERVICIOS INTEGRALES Y EDUCATIVOS;10/3/2022;SUC C PAZ BANCOR (1385);SUC C PAZ BANCOR ;Pesos;50000;500;24;0;0;75;30;Todos los beneficiarios;2,5;114;Fija;157,11;1505,25;Todo el territorio nacional;SE INFORMA TEA MAX Y CFT MAX CORRESPONDIENTE AL PLAZO MAX Y CUOTA INICIAL A PLAZO MAX CADA 10000 
55281;ASOCIACION MUTUAL CELESOL DE SERVICIOS INTEGRALES Y EDUCATIVOS;10/3/2022;PILAR UNISOL  BANCOR (11600);PILAR UNISOL  BANCOR;Pesos;1000000;500;24;0;0;75;30;Todos los beneficiarios;2,5;95,64;Fija;101,3;866,66;Todo el territorio nacional;SE INFORMA TEA MAX Y CFT MAX CORRESPONDIENTE AL PLAZO MAX Y CUOTA INICIAL A PLAZO MAX CADA 10000 
55281;ASOCIACION MUTUAL CELESOL DE SERVICIOS INTEGRALES Y EDUCATIVOS;10/3/2022;HABERES AMEJUCA (1523);HABERES AMEJUCA;Pesos;80000;500;24;0;0;75;30;Todos los beneficiarios;2,5;102;Fija;118,44;1163,41;Todo el territorio nacional;SE INFORMA TEA MAX Y CFT MAX CORRESPONDIENTE AL PLAZO MAX Y CUOTA INICIAL A PLAZO MAX CADA 10000 
55281;ASOCIACION MUTUAL CELESOL DE SERVICIOS INTEGRALES Y EDUCATIVOS;10/3/2022;LINEA AMES CBU (222);LINEA AMES CBU;Pesos;1000000;500;24;0;0;75;30;Todos los beneficiarios;2,5;114;Fija;157,11;1505,25;Todo el territorio nacional;SE INFORMA TEA MAX Y CFT MAX CORRESPONDIENTE AL PLAZO MAX Y CUOTA INICIAL A PLAZO MAX CADA 10000 
55282;MINS LFE SAS;6/9/2024;PRESTAMOMINS;PRESTAMOMINS;Pesos;300000;15000;12;75000;3;75;20;Personas humanas en relación de dependencia;20;369,26;Fija;487,1;0;Todo el territorio nacional;
55282;MINS LFE SAS;6/9/2024;PRESTAMOMINS;PRESTAMOMINS;Pesos;300000;15000;12;75000;3;75;20;Clientes con cuenta en la entidad;20;369,26;Fija;487,1;0;Todo el territorio nacional;
55282;MINS LFE SAS;6/9/2024;PRESTAMOMINS;PRESTAMOMINS;Pesos;300000;15000;12;75000;3;75;20;Empleados públicos;20;369,26;Fija;487,1;0;Todo el territorio nacional;
55287;COBRO FACIL SRL;24/1/2024;GENERAL PRESTAMOS;GRAL;Pesos;200000;1000;12;200000;3;65;30;Todos los beneficiarios;0;684,96;Fija;425;3100;Todo el territorio nacional;0
55288;GLOBAL CAPITAL MANAGEMENT SA;3/6/2026;ANSES 2;ANSES 2;Pesos;3000000;75000;36;367800;12;76;25;Beneficiarios de cuentas de la seguridad social;30;484,7;Fija;230;355189;Todo el territorio nacional;
55288;GLOBAL CAPITAL MANAGEMENT SA;3/6/2026;R3;R3;Pesos;3000000;75000;36;367800;12;76;25;Personas humanas en relación de dependencia;30;484,7;Fija;230;355189;Todo el territorio nacional;
55292;TRANSCON S.A.U.;22/1/2024;ALTO;A;Pesos;400000;50000;12;30000;4;70;0;Todos los beneficiarios;0;411;Fija;411;4153;Todo el territorio nacional;NOAPLICA
55292;TRANSCON S.A.U.;22/1/2024;MEDIO;M;Pesos;400000;50000;12;30000;4;70;35;Todos los beneficiarios;0;394;Fija;394;3994;Todo el territorio nacional;NOAPLICA
55292;TRANSCON S.A.U.;22/1/2024;MEDIOBAJO;MB;Pesos;400000;50000;12;30000;4;70;35;Todos los beneficiarios;0;378;Fija;378;3861;Todo el territorio nacional;NOAPLICA
55292;TRANSCON S.A.U.;22/1/2024;MUYALTO;MUYA;Pesos;400000;50000;12;30000;4;70;0;Todos los beneficiarios;0;460;Fija;460;4623;Todo el territorio nacional;NOAPLICA
55292;TRANSCON S.A.U.;22/1/2024;MEDIOALTO;MA;Pesos;400000;50000;12;30000;4;70;0;Todos los beneficiarios;0;401;Fija;401;4060;Todo el territorio nacional;NOAPLICA
55292;TRANSCON S.A.U.;22/1/2024;BAJO;B;Pesos;400000;50000;12;30000;4;70;35;Todos los beneficiarios;0;366;Fija;366;3729;Todo el territorio nacional;NOAPLICA
55294;CREDITECH SA;1/6/2026;BAJAJ P150;BAJAJ P150;Pesos;10000000;100000;24;15000;4;100;40;Todos los beneficiarios;10;225,45;Fija;311,14;132895;Todo el territorio nacional;
55294;CREDITECH SA;1/6/2026;TRIAXRETCH30;TRIAXRETCH30;Pesos;1600000;100000;24;15000;4;100;40;Todos los beneficiarios;10;108,95;Fija;142,56;92326;Todo el territorio nacional;
55294;CREDITECH SA;1/6/2026;MOTO A MAS;MOTO A MAS;Pesos;10000000;100000;30;15000;4;100;40;Todos los beneficiarios;10;256,2;Fija;357,6;138202;Todo el territorio nacional;
55294;CREDITECH SA;1/6/2026;MOTO PREMIUM CH60;MOTO PREMIUM CH60;Pesos;10000000;100000;30;15000;4;100;40;Todos los beneficiarios;10;211;Fija;289,56;124136;Todo el territorio nacional;
55294;CREDITECH SA;1/6/2026;BLACK CH30;BLACK CH30;Pesos;10000000;100000;30;15000;4;100;40;Todos los beneficiarios;10;234,41;Fija;324,6;131601;Todo el territorio nacional;
55294;CREDITECH SA;1/6/2026;MOTO A CH DIA;MOTO A CH DIA;Pesos;10000000;50000;30;15000;4;100;40;Todos los beneficiarios;10;243,59;Fija;338,47;134422;Todo el territorio nacional;
55294;CREDITECH SA;1/6/2026;BLACK 2;BLACK 2;Pesos;10000000;100000;30;15000;4;100;40;Todos los beneficiarios;10;234,41;Fija;324,6;131601;Todo el territorio nacional;
55294;CREDITECH SA;1/6/2026;PLAN CORVEN;PLAN CORVEN;Pesos;4500000;100000;48;15000;4;100;40;Todos los beneficiarios;10;286,13;Fija;403,48;150113;Todo el territorio nacional;
55294;CREDITECH SA;1/6/2026;BAJAJ NS200;BAJAJ NS200;Pesos;10000000;100000;24;15000;4;100;40;Todos los beneficiarios;10;225,45;Fija;311,14;132895;Todo el territorio nacional;
55294;CREDITECH SA;1/6/2026;HOGAR 30;HOGAR 30;Pesos;7000000;50000;30;15000;4;100;40;Todos los beneficiarios;10;314,66;Fija;447,77;157508;Todo el territorio nacional;
55294;CREDITECH SA;1/6/2026;BAJAJRETCH30;BAJAJRETCH30;Pesos;3000000;100000;24;15000;4;100;40;Todos los beneficiarios;10;97,46;Fija;126,7;87636;Todo el territorio nacional;
55294;CREDITECH SA;1/6/2026;PREMIUM AD;PREMIUM AD;Pesos;10000000;100000;30;15000;4;100;40;Todos los beneficiarios;10;225,45;Fija;311,14;128791;Todo el territorio nacional;
55294;CREDITECH SA;1/6/2026;ZANELLA RETENCION;ZANELLA RETENCION;Pesos;1600000;100000;24;15000;4;100;40;Todos los beneficiarios;10;133,78;Fija;177,37;101990;Todo el territorio nacional;
55294;CREDITECH SA;1/6/2026;MOTO ROMA;MOTO ROMA;Pesos;10000000;100000;30;15000;4;100;40;Todos los beneficiarios;10;166,17;Fija;223,74;108609;Todo el territorio nacional;
55294;CREDITECH SA;1/6/2026;MOTO B;MOTO B;Pesos;10000000;100000;30;15000;4;100;40;Todos los beneficiarios;10;225,45;Fija;311,14;128791;Todo el territorio nacional;
55294;CREDITECH SA;1/6/2026;MOTO C;MOTO C;Pesos;10000000;100000;24;15000;4;100;40;Todos los beneficiarios;10;269,23;Fija;377,5;145533;Todo el territorio nacional;
55294;CREDITECH SA;1/6/2026;MOTO RET;MOTO RET;Pesos;10000000;100000;24;15000;4;100;40;Todos los beneficiarios;10;118,99;Fija;156,54;96308;Todo el territorio nacional;
55294;CREDITECH SA;1/6/2026;BLACK H;BLACK H;Pesos;7000000;50000;24;15000;4;100;40;Todos los beneficiarios;10;322,08;Fija;483,3;163102;Todo el territorio nacional;
55294;CREDITECH SA;1/6/2026;HOGAR B;HOGAR B CH;Pesos;7000000;50000;24;15000;4;100;40;Todos los beneficiarios;10;318,36;Fija;477,23;162167;Todo el territorio nacional;
55294;CREDITECH SA;1/6/2026;MOTO A CH30;MOTO A CH30;Pesos;10000000;100000;30;15000;4;100;40;Todos los beneficiarios;10;234,41;Fija;324,6;131601;Todo el territorio nacional;
55294;CREDITECH SA;1/6/2026;HOGAR A MAS;HOGAR A MAS;Pesos;7000000;50000;24;15000;4;100;40;Todos los beneficiarios;10;435,03;Fija;639,95;184877;Todo el territorio nacional;
55294;CREDITECH SA;1/6/2026;EFECTIVO ESPECIAL;EFECTIVO ESPECIAL;Pesos;7000000;50000;36;15000;4;100;40;Todos los beneficiarios;10;259,42;Fija;362,5;142801;Todo el territorio nacional;
55294;CREDITECH SA;1/6/2026;EFECTIVO HOGARPROMO;EFECTIVO MOTOPROMO;Pesos;7000000;50000;36;15000;4;100;40;Todos los beneficiarios;10;310,99;Fija;442,05;152206;Todo el territorio nacional;
55294;CREDITECH SA;1/6/2026;HOGAR A MAS PESOS;HOGAR A MAS PESOS;Pesos;7000000;50000;24;15000;4;100;40;Todos los beneficiarios;10;394,62;Fija;574,56;176299;Todo el territorio nacional;
55294;CREDITECH SA;1/6/2026;HOGAR A CHDIA;HOGAR A CHDIA;Pesos;7000000;50000;24;15000;4;100;40;Todos los beneficiarios;10;353,03;Fija;508,14;166853;Todo el territorio nacional;
55294;CREDITECH SA;1/6/2026;MOTO B CH30;MOTO B CH30;Pesos;10000000;100000;30;15000;4;100;40;Todos los beneficiarios;10;216,71;Fija;298,06;125994;Todo el territorio nacional;
55294;CREDITECH SA;1/6/2026;CELULAR B;CELULAR B;Pesos;7000000;50000;12;15000;4;100;40;Todos los beneficiarios;10;444,4;Fija;655,25;211524;Todo el territorio nacional;
55294;CREDITECH SA;1/6/2026;EFECTIVO MOTOPROMO;EFECTIVO MOTO 15;Pesos;7000000;50000;36;15000;4;100;40;Todos los beneficiarios;10;275,91;Fija;387,74;142394;Todo el territorio nacional;
55294;CREDITECH SA;1/6/2026;COMERCIO VIP CH30;COMERCIO VIP CH30;Pesos;10000000;100000;36;15000;4;100;40;Todos los beneficiarios;10;194,44;Fija;265,05;116333;Todo el territorio nacional;
55294;CREDITECH SA;1/6/2026;MOTO A;MOTO A;Pesos;10000000;100000;30;15000;4;100;40;Todos los beneficiarios;10;213,84;Fija;293,79;125064;Todo el territorio nacional;
55294;CREDITECH SA;1/6/2026;CELULAR A;CELULAR A;Pesos;7000000;50000;12;15000;4;100;40;Todos los beneficiarios;10;421,23;Fija;617,54;207376;Todo el territorio nacional;
55294;CREDITECH SA;1/6/2026;MOTO PREMIUM;MOTO PREMIUM;Pesos;10000000;100000;30;15000;4;100;40;Todos los beneficiarios;10;225,45;Fija;311,14;128791;Todo el territorio nacional;
55294;CREDITECH SA;1/6/2026;COMERCIO VIP;COMERCIO VIP;Pesos;10000000;100000;36;15000;4;100;40;Todos los beneficiarios;10;199,87;Fija;273,06;118236;Todo el territorio nacional;
55294;CREDITECH SA;1/6/2026;HOGAR A;HOGAR A CH;Pesos;7000000;50000;24;15000;4;100;40;Todos los beneficiarios;10;314,66;Fija;447,77;157508;Todo el territorio nacional;
55294;CREDITECH SA;1/6/2026;EFECTIVO HOGAR;MOTO A10;Pesos;7000000;50000;36;15000;4;100;40;Todos los beneficiarios;10;349,05;Fija;501,84;162077;Todo el territorio nacional;
55294;CREDITECH SA;1/6/2026;EFECTIVO MOTO;HOGAR A10;Pesos;7000000;50000;36;15000;4;100;40;Todos los beneficiarios;10;310,99;Fija;442,05;152206;Todo el territorio nacional;
55295;CREDITAM LIMITADA S.A.;25/1/2023;PRESTAMO PERSONAL;733;Pesos;200000;1000;24;33000;12;78;30;Personas humanas en relación de dependencia;0;104,68;Fija;115;1387,25;Todo el territorio nacional;
55296;SANTANDER CONSUMER SA;11/6/2026;PRESTAMO PERSONAL EFECTIVO;EFECTIVO;Pesos;5250000;50000;24;400000;3;80;25;Personas humanas en relación de dependencia;8;963,96;Fija;1557,18;13029;Todo el territorio nacional;
55296;SANTANDER CONSUMER SA;11/6/2026;PRESTAMO CONSUMO;CONSUMO;Pesos;21500000;50000;48;400000;3;80;35;Personas humanas en relación de dependencia;8;863,48;Fija;1375,94;12382;Todo el territorio nacional;
55296;SANTANDER CONSUMER SA;11/6/2026;PRESTAMO PERSONAL ONLINE;ONLINE;Pesos;2200000;50000;18;900000;0;65;18;Beneficiarios de cuentas de la seguridad social;8;624,14;Fija;956,54;11028;Todo el territorio nacional;
55296;SANTANDER CONSUMER SA;11/6/2026;PRESTAMO PERSONAL EFECTIVO;EFECTIVO;Pesos;5250000;50000;24;900000;0;80;25;Beneficiarios de cuentas de la seguridad social;8;963,96;Fija;1557,18;13029;Todo el territorio nacional;
55296;SANTANDER CONSUMER SA;11/6/2026;PRESTAMO CONSUMO;CONSUMO;Pesos;21500000;50000;48;400000;3;80;35;Empleados públicos;8;863,48;Fija;1375,94;12382;Todo el territorio nacional;
55296;SANTANDER CONSUMER SA;11/6/2026;PRESTAMO PERSONAL EFECTIVO;EFECTIVO;Pesos;5250000;50000;24;800000;12;80;25;Personas humanas Responsables Inscriptos;8;963,96;Fija;1557,18;13029;Todo el territorio nacional;
55296;SANTANDER CONSUMER SA;11/6/2026;PRESTAMO CONSUMO;CONSUMO;Pesos;21500000;50000;48;900000;0;80;35;Beneficiarios de cuentas de la seguridad social;8;863,48;Fija;1375,94;12382;Todo el territorio nacional;
55296;SANTANDER CONSUMER SA;11/6/2026;PRESTAMO PERSONAL ONLINE;ONLINE;Pesos;2200000;50000;18;400000;3;65;18;Empleados públicos;8;624,14;Fija;956,54;11028;Todo el territorio nacional;
55296;SANTANDER CONSUMER SA;11/6/2026;PRESTAMO PERSONAL EFECTIVO;EFECTIVO;Pesos;5250000;50000;24;400000;3;80;25;Empleados públicos;8;963,96;Fija;1557,18;13029;Todo el territorio nacional;
55296;SANTANDER CONSUMER SA;11/6/2026;PRESTAMO PERSONAL ONLINE;ONLINE;Pesos;2200000;50000;18;800000;12;65;18;Personas humanas Responsables Inscriptos;8;624,14;Fija;956,54;11028;Todo el territorio nacional;
55296;SANTANDER CONSUMER SA;11/6/2026;PRESTAMO CONSUMO;CONSUMO;Pesos;21500000;50000;48;800000;12;80;35;Personas humanas Responsables Inscriptos;8;863,48;Fija;1375,94;12382;Todo el territorio nacional;
55296;SANTANDER CONSUMER SA;11/6/2026;PRESTAMO PERSONAL ONLINE;ONLINE;Pesos;2200000;50000;18;800000;12;65;18;Personas humanas Monotributistas;8;624,14;Fija;956,54;11028;Todo el territorio nacional;
